,rate
33492,1
40193,0
46422,1
14692,0
18451,0
224,0
49441,0
164,0
48593,1
44778,0
31892,1
27732,0
30003,1
4466,0
13152,0
45642,1
34065,1
46787,0
40468,0
32883,1
18921,0
46527,0
36120,1
40811,0
18962,0
43638,1
45216,0
35499,1
11579,0
8517,0
20346,0
45099,1
49211,1
44117,1
14413,0
29004,1
17907,0
37546,0
30817,1
29451,1
45051,1
18028,0
27770,0
48442,1
40128,0
46058,1
38514,0
8569,0
28621,1
10262,0
23793,0
35339,1
30463,1
45319,1
39893,0
33561,1
27522,0
23153,0
25746,0
17321,0
2588,0
35828,1
13647,0
28623,1
4141,0
18540,0
32923,1
19663,0
48779,1
47816,1
44822,1
11261,0
30898,1
47080,1
35687,1
5595,0
44372,0
42700,0
33204,1
44869,0
49651,1
14175,0
36695,0
33567,0
45996,1
15241,0
21335,0
28610,1
23676,0
19942,0
22016,0
43523,1
49960,1
9239,0
17261,0
46501,1
35144,1
38702,1
43233,1
14954,0
24732,0
48160,0
46119,1
4234,0
29225,1
32969,1
44763,1
48832,1
48398,1
8075,0
22158,0
29148,1
21235,0
41724,0
47071,1
29191,1
44436,1
33850,1
20788,0
33067,1
48638,1
30266,0
44999,1
49753,1
33282,0
40500,0
46975,1
26904,0
32903,0
36226,1
47033,1
39286,0
35026,1
20662,0
8246,0
29480,1
32136,1
18541,0
13155,0
33876,1
33161,1
49008,1
33966,0
20522,0
35178,1
43534,1
46580,1
32407,0
46650,1
29215,1
47293,1
34042,1
31927,0
28324,0
47599,0
37971,0
10874,0
48795,0
47057,1
34412,1
32099,1
17694,0
33817,1
43833,1
48751,1
45530,1
26745,0
32770,1
47232,1
44970,1
5127,0
45176,1
27956,0
47672,1
2267,0
3828,0
48576,1
32695,1
22948,0
39867,0
38658,1
35496,1
33785,1
36368,0
49629,0
35338,1
25063,0
35089,0
34078,1
29048,1
28541,1
44879,1
7349,0
44858,0
38454,0
31667,1
36848,0
32996,0
2218,0
40451,0
30309,1
37939,0
22114,0
35984,0
32580,0
36087,0
45224,1
41757,0
35255,1
12607,0
28860,0
43242,1
47892,1
48292,0
47485,1
48810,1
7677,0
5672,0
26774,0
48514,1
29080,1
33053,1
20037,0
29416,0
45474,1
6053,0
18559,0
30350,1
24529,0
49475,1
33397,1
1566,0
40170,0
11004,0
33125,1
44729,1
13309,0
30922,1
18647,0
48240,1
35665,0
24576,0
31090,0
12639,0
46708,0
33082,0
48976,0
35758,1
16282,0
15084,0
28634,0
1459,0
28566,0
4705,0
47374,0
28031,0
26350,0
44532,1
40322,0
34533,1
35930,1
11535,0
33583,1
36401,1
12119,0
34673,1
7748,0
22460,0
31941,1
48285,0
34720,1
46594,1
45295,1
25135,0
47738,1
43528,1
49873,1
32806,1
33163,1
4849,0
49710,1
45608,1
32848,1
35565,1
48980,1
34218,1
34233,1
47161,0
38568,1
46242,1
29772,1
31092,1
15319,0
48019,1
33357,1
5872,0
41987,0
36117,1
33252,0
12479,0
49200,1
36374,1
43393,1
41221,0
32872,0
44145,1
12901,0
22398,0
22345,0
34529,1
35541,1
682,0
33190,1
46983,0
29450,0
12600,0
44682,0
31177,1
43305,0
8827,0
29334,1
31720,1
47579,1
16071,0
32567,1
24222,0
49660,0
11076,0
33410,1
32657,1
48166,1
10913,0
45529,1
31621,1
46343,1
48393,0
49004,1
45469,1
15900,0
33600,1
46727,0
31812,1
31750,1
29167,1
30085,0
31964,0
47726,1
29192,0
46273,1
19508,0
49002,1
48688,0
46970,0
43369,0
37910,0
22811,0
48978,1
30579,0
28680,1
48952,1
32318,1
31300,1
34384,0
33949,1
38659,1
31891,1
30915,1
34600,0
32559,1
48664,1
22074,0
29121,1
43536,1
36332,0
3436,0
44152,0
1125,0
30645,1
35801,0
30253,0
48673,1
22963,0
28684,1
31410,1
32092,1
46733,1
45595,1
28881,1
12467,0
45777,0
6228,0
49498,1
46465,1
47771,1
32224,1
30139,0
34655,1
46302,1
45897,1
47436,1
45594,1
34976,1
45106,1
48772,1
36402,1
29483,1
9495,0
2152,0
49973,1
33023,1
29464,1
18613,0
29025,1
42724,0
30455,1
48194,1
49662,1
30125,1
30941,1
45297,1
11520,0
592,0
35729,1
12683,0
44651,1
46017,1
35475,1
9650,0
44983,0
38372,0
45218,1
45508,0
17434,0
30690,1
48224,1
23835,0
48102,1
35008,1
31302,1
32093,1
46927,0
30289,1
31580,0
47597,1
47323,1
44283,0
44654,0
37099,0
45534,1
44460,1
32755,1
49732,1
29063,1
48243,1
35333,1
20848,0
38548,1
49297,1
20804,0
39991,0
32420,1
43752,0
45931,1
31057,1
18609,0
36313,1
46421,1
32353,1
35383,0
34924,1
16427,0
10977,0
32172,1
13094,0
35401,1
46006,0
45753,1
32258,1
1132,0
17720,0
29879,1
33463,1
18610,0
45553,1
49039,1
29423,1
23724,0
27873,0
35279,1
17292,0
29134,1
38836,0
49334,0
31988,0
47170,1
30094,1
23474,0
31935,1
48689,1
33191,1
35062,1
49120,1
29998,1
43841,1
33526,1
24280,0
29155,1
7805,0
31131,1
11115,0
48771,0
49094,1
27351,0
42884,0
43342,1
32345,1
3625,0
9967,0
34984,1
35716,0
29906,1
42601,0
45153,1
20457,0
21044,0
47991,1
48026,1
44865,1
43438,1
45336,1
47110,1
30523,1
49031,1
19610,0
38574,1
24224,0
45260,1
47746,1
7033,0
30080,0
35485,1
46670,0
29076,1
29919,1
47608,1
17666,0
49404,1
34313,1
35969,1
13435,0
47534,1
38710,1
30800,1
29493,1
21454,0
8446,0
34051,1
44199,1
46124,1
36304,1
18006,0
34809,1
33745,1
28118,0
49018,1
36168,1
47787,1
6216,0
32741,1
31802,0
44443,0
14976,0
41044,0
44819,0
34690,1
34906,1
1800,0
43339,0
18120,0
29186,1
34963,1
40989,0
41574,0
48450,1
15268,0
36098,1
46793,1
34919,0
20256,0
35480,0
35183,0
45606,1
30379,1
48429,1
29040,1
35110,1
11684,0
3827,0
41861,0
31262,1
34039,1
34056,1
44474,1
6595,0
34170,1
48904,1
8088,0
31737,1
36443,0
9209,0
33153,1
37044,0
27004,0
45041,1
31972,1
43779,0
38661,1
46598,1
35770,1
45097,0
43529,1
35640,1
11439,0
46438,0
32563,0
47717,1
4782,0
35668,1
46220,0
46952,0
3323,0
31625,1
46712,1
37046,0
45644,1
47435,1
30439,0
35098,1
49436,0
32127,1
28757,1
35387,1
17954,0
32153,1
49816,1
15926,0
11405,0
1503,0
34994,1
47898,0
45544,1
47602,0
44149,1
43970,1
9327,0
30932,1
24127,0
3208,0
19876,0
33159,1
19844,0
8238,0
14525,0
47961,1
36113,1
1745,0
42321,0
48849,1
43969,1
13967,0
33551,1
36306,1
41459,0
47093,0
10764,0
28676,1
31907,1
33115,1
49494,1
43649,1
465,0
43337,0
6298,0
4406,0
49759,1
47225,1
32413,1
49963,1
44766,1
32812,1
349,0
49774,0
11482,0
30591,1
49709,1
16368,0
32558,1
30601,1
45376,1
23516,0
49549,1
48487,0
22075,0
49457,1
29288,0
40116,0
18930,0
34450,1
28437,0
46233,0
47109,1
24375,0
33985,0
29326,0
34302,1
5444,0
26738,0
10393,0
48071,0
8130,0
31077,1
48314,1
18793,0
34672,1
37748,0
49232,1
36053,1
48800,1
33354,1
46114,1
45257,0
47754,1
35653,0
44051,1
39798,0
28427,1
34436,0
29163,1
29651,0
46939,1
46270,1
35745,0
34155,1
48574,1
20479,0
28604,1
1467,0
2100,0
44127,1
867,0
48738,1
36612,0
46218,1
42385,0
45038,1
2118,0
49057,1
36404,0
7952,0
43895,0
45110,0
45326,1
3188,0
22216,0
34511,0
43505,0
15981,0
2333,0
47359,1
33241,1
31968,1
28769,1
34813,1
12934,0
1085,0
45663,1
45052,1
41133,0
5670,0
33371,0
32956,0
31665,1
44233,1
35230,1
46470,1
44914,1
33311,1
30349,1
46052,1
47202,0
32953,0
29339,1
21619,0
44850,1
11960,0
34240,1
32989,0
43272,1
18217,0
13954,0
32854,1
48577,0
23909,0
32372,0
35768,1
31554,1
22322,0
36150,1
46839,0
29049,0
45506,0
15830,0
45913,1
21677,0
28691,1
28743,1
27519,0
32779,0
48860,1
11750,0
25580,0
13124,0
45039,1
12115,0
16099,0
43502,1
32465,1
46925,1
31979,1
34599,1
24432,0
32760,1
16457,0
27530,0
43551,1
44642,0
39363,0
33778,1
39329,0
24277,0
29944,0
49716,1
33556,0
11269,0
48559,1
16899,0
35832,1
43307,1
49240,1
12002,0
31381,1
39805,0
35257,1
13336,0
30364,1
18715,0
8864,0
35803,1
25617,0
13181,0
43533,1
48716,1
16444,0
32719,1
43615,1
47614,1
32211,1
12082,0
34141,1
47842,1
43371,1
31895,1
1365,0
43868,0
13494,0
48180,1
34158,1
20061,0
29895,0
44572,1
29809,1
31617,1
11479,0
13660,0
21608,0
42699,0
31813,1
48824,0
2707,0
48354,1
29314,0
46755,1
28204,0
43240,1
33552,1
29227,1
44555,1
23538,0
46157,1
13678,0
4772,0
45808,1
43645,0
11978,0
11943,0
29977,1
1577,0
27957,0
32262,1
34466,1
48295,1
30562,1
46652,0
49444,1
16025,0
48705,1
35620,1
46850,1
31291,1
48325,1
29535,1
29910,1
46104,0
47604,1
19729,0
30335,1
29835,1
47923,1
48313,1
32521,1
35311,0
31642,1
1340,0
36021,1
20012,0
19734,0
26674,0
45890,1
40283,0
48737,1
42621,0
13502,0
46723,1
43828,0
44672,0
44725,1
49112,1
36121,1
1335,0
48281,1
35228,1
36939,0
32145,1
46194,1
36822,0
34268,1
46415,1
48881,1
3941,0
43903,1
13097,0
37015,0
16516,0
4962,0
47247,0
32166,1
35271,0
28635,0
33305,1
46860,0
8242,0
49446,1
40244,0
33328,1
31112,0
44421,0
19357,0
6171,0
49254,1
30615,1
29545,1
31026,1
44579,1
32493,1
18408,0
18807,0
14320,0
4279,0
29742,1
10619,0
9780,0
20100,0
48970,1
34320,1
49302,1
10436,0
38640,1
13375,0
34945,0
38633,1
38069,0
45849,1
29081,1
48784,1
48631,1
13276,0
43920,1
20040,0
19804,0
33801,1
44860,1
44613,1
44431,0
48069,1
43742,1
24404,0
32575,1
44733,0
30661,1
28386,0
44776,1
49559,1
48343,0
35223,0
47586,0
47581,1
7622,0
46093,1
28922,0
43958,0
35873,0
30054,1
45459,1
9302,0
43681,1
44004,1
29407,0
6866,0
31631,1
36034,1
5302,0
44453,1
49408,1
30212,0
10214,0
28646,0
13845,0
47097,1
46663,1
5587,0
47792,0
49434,0
34054,0
2797,0
49739,1
46874,0
46075,1
34719,1
32314,0
22537,0
24113,0
45926,1
30211,1
33459,1
44743,1
46524,1
27101,0
22065,0
44430,0
28405,0
42426,0
5150,0
4285,0
34581,1
49284,1
2609,0
20003,0
18827,0
26066,0
29522,1
43273,1
33773,1
10268,0
33174,0
48708,1
1924,0
26283,0
44153,1
48808,1
30479,1
35142,0
43253,0
632,0
18149,0
12542,0
10857,0
19674,0
41277,0
21797,0
30717,0
32146,1
20118,0
34825,0
21201,0
48282,0
22738,0
48425,1
24854,0
29783,1
23927,0
22448,0
31685,0
20388,0
38000,0
15660,0
29573,0
28614,1
45430,1
29116,1
33869,0
31242,1
32061,0
28201,0
42077,0
11085,0
42860,0
41347,0
601,0
2941,0
10162,0
47409,1
8150,0
48902,1
28598,1
44328,0
1285,0
31134,0
34293,1
35039,1
35164,0
32021,1
14743,0
49259,0
34802,1
4777,0
41856,0
35298,1
27833,0
29309,1
43843,1
32501,1
15045,0
21754,0
29142,1
48939,1
49153,1
43759,0
13726,0
34886,1
7276,0
309,0
30949,1
49956,1
26290,0
44168,1
30365,1
33904,1
13961,0
26470,0
45420,1
7186,0
47397,1
44973,1
15861,0
36648,0
24621,0
34863,0
38549,1
9024,0
44261,1
31394,1
42356,0
38186,0
12204,0
30433,0
43602,1
36151,1
28303,0
8532,0
17890,0
46393,1
4823,0
32702,1
31248,1
21424,0
45210,1
34084,1
31734,1
29034,0
48146,1
48342,1
32828,1
47610,1
7898,0
28983,1
5031,0
37497,0
15379,0
49972,0
43323,1
43934,1
1763,0
10870,0
31324,0
43527,1
31227,0
30616,1
1561,0
33866,0
35616,1
13409,0
33197,1
28793,1
29698,1
37151,0
47637,0
49820,1
5038,0
47047,1
47673,1
7278,0
22841,0
47723,0
9213,0
3042,0
45029,1
8957,0
30030,1
33320,1
28442,1
27277,0
48864,1
45976,1
14151,0
22205,0
15779,0
32483,1
32302,1
33759,1
35484,1
28805,1
34202,1
19132,0
31156,1
30241,1
14557,0
45183,1
32230,1
48390,1
45215,1
47645,1
45539,1
10326,0
46916,1
36204,1
14349,0
15349,0
12452,0
29232,1
35233,1
17544,0
37686,0
38604,0
12031,0
9888,0
29710,1
38842,0
28540,1
11653,0
34618,0
38619,1
45395,0
29955,1
45486,0
32954,1
34512,0
46237,1
2488,0
2656,0
14905,0
44317,1
46298,1
29605,1
5728,0
28744,1
7479,0
42498,0
47831,1
18788,0
42843,0
5825,0
37572,0
1833,0
44936,1
47877,1
35312,1
22852,0
33709,1
24414,0
5163,0
22022,0
36273,0
28877,1
17184,0
33494,1
31379,0
29964,1
10018,0
49512,1
36315,0
6161,0
35574,1
21047,0
32416,1
1321,0
35001,1
25489,0
38682,1
44546,1
29596,1
27281,0
34243,1
22932,0
48713,1
31692,0
5819,0
32811,0
45697,1
34107,1
49276,1
17099,0
7254,0
32829,1
4273,0
29302,1
43383,1
34248,1
9732,0
31650,1
24613,0
3326,0
46392,1
47434,1
28548,1
29979,1
48806,1
707,0
37644,0
43347,1
33849,0
34055,1
29703,1
44148,1
1087,0
30213,0
30148,1
35052,1
10594,0
33208,1
48202,1
31586,0
11850,0
44538,1
33338,1
39739,0
4402,0
45456,1
48971,0
3037,0
45197,1
35285,1
39886,0
43290,1
29777,0
44629,1
30770,1
47348,0
29083,1
33830,1
27948,0
31581,0
45970,1
30486,1
44018,1
30564,0
31950,1
29820,0
32488,1
20201,0
20527,0
31837,0
25842,0
11469,0
48217,1
24772,0
2506,0
35706,1
38781,0
1731,0
45567,1
49533,1
9598,0
10403,0
45387,1
33663,1
18786,0
5261,0
33359,1
45154,1
17987,0
39926,0
23656,0
35659,1
48031,0
30382,1
45672,1
16529,0
9782,0
1181,0
17356,0
44093,1
47974,1
31256,1
30641,0
49231,1
47301,1
28695,1
29475,1
40982,0
45874,1
33946,1
35097,1
18067,0
46280,1
22019,0
48694,0
46201,0
44220,1
6434,0
34035,0
6222,0
46168,1
23611,0
29096,0
34457,1
48658,0
26509,0
31073,0
40497,0
47922,1
33742,1
48107,1
18495,0
6149,0
39469,0
11106,0
30703,1
25061,0
40761,0
45167,0
4494,0
34369,0
43738,1
35462,1
46295,0
31444,1
33626,1
46063,1
32819,0
9095,0
29473,1
34358,0
32399,0
49380,1
7353,0
14868,0
30682,1
2259,0
29082,1
44036,0
35125,1
32463,0
3019,0
34444,1
45263,1
35615,1
16540,0
29700,1
48616,1
32291,1
35900,1
47937,0
34909,1
34851,1
25887,0
15812,0
19555,0
35872,0
47532,0
8921,0
8073,0
44854,1
48326,1
30980,1
38547,1
29732,0
34766,1
36219,1
6859,0
10295,0
7759,0
9464,0
43310,1
48792,1
48932,1
44373,0
27246,0
17471,0
28466,1
18029,0
34569,1
43578,1
25635,0
23800,0
19602,0
34742,0
33168,1
42857,0
29266,0
16356,0
29133,0
47786,1
5208,0
49934,1
10065,0
34267,1
45651,1
41706,0
33787,0
32934,0
46502,1
45165,1
22824,0
32059,1
32638,1
31707,1
35748,0
30035,1
26740,0
30957,1
29786,1
31058,1
32582,0
13696,0
23202,0
31380,1
38676,1
28884,1
17424,0
28867,1
34715,1
35655,1
22447,0
12596,0
44451,0
39768,0
48635,1
38882,0
46128,1
49833,0
23445,0
28584,0
31920,1
34467,1
45032,1
24588,0
34294,1
17941,0
33957,0
33503,1
6343,0
44548,1
36166,1
47868,1
32009,1
18433,0
35316,1
21464,0
34534,1
7485,0
5365,0
47084,0
15149,0
45618,1
46943,1
36403,0
45475,1
28572,0
49791,1
4721,0
23782,0
39293,0
32692,1
35990,1
29348,1
21124,0
29013,1
29684,1
34334,1
49464,0
4143,0
29868,0
32965,1
6918,0
39720,0
24911,0
47979,1
35851,0
32913,1
44257,1
45384,0
29322,1
671,0
46010,1
30843,1
33038,1
46033,1
46003,1
32823,1
9092,0
32832,1
7997,0
48588,1
22907,0
29391,0
36406,1
34328,0
36892,0
25574,0
4006,0
15805,0
44385,1
29735,1
35067,1
5589,0
45837,0
45390,1
28965,1
34018,1
29242,0
44728,1
13515,0
14540,0
20073,0
47322,0
49845,1
38510,0
27424,0
111,0
44518,1
39570,0
19261,0
46513,1
3403,0
31124,1
32771,1
28806,0
48184,1
35428,1
47014,1
30206,0
29476,1
29253,1
24306,0
30828,1
25121,0
49271,1
45196,0
32585,0
8937,0
46706,0
33925,1
36155,1
30542,0
25369,0
49171,1
9218,0
24833,0
48503,1
44813,1
16972,0
33464,1
49282,0
48907,1
25314,0
45141,1
25803,0
29073,1
34800,0
33892,0
45452,1
3977,0
47659,1
2491,0
34324,1
48989,1
48444,1
7697,0
27363,0
29079,0
28064,0
46525,1
44188,1
31937,1
17440,0
26694,0
1054,0
20030,0
37507,0
22487,0
7982,0
34365,1
5811,0
48547,0
36082,1
33452,1
35093,0
43656,0
45556,1
47853,1
31912,1
29411,1
34589,1
127,0
44781,1
40965,0
22574,0
31877,1
33913,1
20338,0
47205,1
46673,1
7197,0
30157,1
18358,0
25466,0
7555,0
27728,0
12303,0
34276,1
49227,1
14763,0
48935,1
31254,1
44563,1
22668,0
33069,1
29286,0
28104,0
12110,0
45022,1
47562,1
30020,1
13715,0
39522,0
44885,1
32980,0
36041,1
46130,1
20381,0
45773,1
4821,0
12232,0
3275,0
46667,1
46160,1
38716,0
31778,1
21057,0
43600,0
13206,0
6761,0
31616,1
46522,1
42497,0
43784,0
45680,1
48661,1
43717,1
35145,1
31687,0
46806,1
34895,1
28711,1
47867,1
44937,1
27350,0
47676,1
49976,1
3162,0
43873,1
43637,1
49624,1
49293,0
32068,0
32412,1
29555,0
29058,1
31518,1
41422,0
43243,0
19186,0
49279,1
24947,0
41669,0
42124,0
13454,0
19005,0
25804,0
25284,0
36725,0
46214,0
31847,0
35239,1
49406,0
45898,0
31857,1
48375,1
33506,1
46805,1
45419,0
5812,0
32561,1
47505,0
45992,1
28734,1
27933,0
28764,1
48652,1
31610,1
29642,1
10546,0
29101,1
49324,1
17777,0
30886,1
41034,0
46814,1
6808,0
45688,0
49187,1
29090,1
44962,0
30414,1
47828,1
28977,1
49206,1
49528,1
31315,0
48119,0
30087,0
29317,1
31276,1
9015,0
33072,1
36191,1
2818,0
48086,1
44165,0
44685,1
30347,1
47859,1
23061,0
20087,0
43952,1
44834,1
46745,0
22749,0
46519,0
48323,0
23837,0
34225,1
38073,0
49058,1
22696,0
11963,0
29878,1
35837,1
35862,1
180,0
8284,0
35992,1
19294,0
37259,0
33021,0
44659,1
30778,1
34435,1
20934,0
31202,1
19000,0
8278,0
47332,1
35321,1
29110,1
32395,1
49296,1
46116,1
31257,1
45619,1
10645,0
6810,0
13513,0
47655,1
31154,1
35004,1
47121,1
43279,1
11837,0
29678,0
31164,1
43919,0
47545,1
31195,0
7515,0
35411,1
33935,0
46560,1
15708,0
48275,1
44829,1
28505,1
11321,0
12439,0
32440,0
31038,1
47129,1
33333,1
42847,0
4596,0
13380,0
33607,1
32484,1
29544,1
19721,0
11885,0
46064,1
28527,1
15188,0
35864,1
33050,1
48655,0
38513,0
44034,1
41778,0
45892,1
48974,1
436,0
35824,1
48368,1
36316,1
30140,0
46070,1
16645,0
44288,1
40942,0
46035,0
32106,1
34661,1
29026,1
13064,0
35217,1
24462,0
17643,0
46323,1
47557,1
31140,1
28794,1
49882,1
46230,1
47325,0
21048,0
29239,1
47307,1
13037,0
28207,0
44989,1
47704,1
47103,0
46112,1
10496,0
31908,1
24658,0
32970,1
17963,0
33404,1
32117,1
29564,0
6402,0
28997,1
29248,0
12659,0
31818,1
41930,0
49430,1
33683,1
42786,0
34169,1
34279,1
36177,1
47817,1
35772,1
38636,0
43859,1
47418,0
32557,1
35961,1
2937,0
1746,0
6663,0
20592,0
44828,1
66,0
33221,0
31142,1
44993,1
13895,0
15122,0
35171,1
38735,0
47849,1
10814,0
18953,0
34804,1
18721,0
10306,0
46896,0
47605,1
33535,1
49226,1
20035,0
35501,1
46344,1
48869,1
25078,0
31536,0
35443,1
30861,0
44234,1
4251,0
7371,0
37557,0
30767,1
4500,0
27834,0
39232,0
30483,1
41513,0
48015,1
44979,0
32017,1
28796,1
38957,0
30913,1
44104,1
46692,0
38471,0
30768,0
10743,0
27026,0
41828,0
49668,0
47860,1
18511,0
1625,0
48621,1
46744,1
30283,0
30538,1
29452,0
6570,0
49332,1
34127,0
34577,1
44111,1
49103,0
49858,0
17447,0
25276,0
31551,0
9712,0
32788,1
44198,1
29229,1
17164,0
27148,0
44043,1
34889,0
48687,0
28612,0
46158,1
2591,0
34491,1
32588,1
800,0
48645,1
9863,0
44931,0
46659,0
20790,0
35413,1
44941,0
19499,0
41792,0
35843,1
30909,1
13224,0
24738,0
47638,1
31698,1
19488,0
44990,0
44812,1
43497,1
28499,1
16864,0
23249,0
44939,1
33309,1
46559,1
25436,0
17965,0
48912,1
29505,1
31427,1
32587,1
43190,1
15458,0
46431,1
46911,1
43511,1
47887,1
41274,0
43555,1
49329,0
34197,1
34497,1
32115,1
22353,0
12534,0
41891,0
47116,1
32036,1
35811,1
32368,0
7090,0
8833,0
47488,1
14205,0
34850,1
4791,0
26320,0
27837,0
49907,0
48025,1
25778,0
12400,0
44258,1
48722,1
33097,0
46661,0
36910,0
46934,0
1850,0
47643,1
43918,1
35414,0
39321,0
32655,1
47371,1
43658,0
32909,1
28831,0
15791,0
31980,1
48402,1
35203,0
38671,1
26202,0
44485,1
28491,1
29804,0
29033,1
46089,1
29836,0
29947,1
43787,1
44637,0
8218,0
5575,0
34793,1
19175,0
29755,1
47321,1
14031,0
32705,1
32315,1
34066,0
32717,1
19183,0
26536,0
34476,1
34076,1
43877,1
29036,1
34542,1
32417,1
27736,0
28619,1
45708,1
33786,1
31398,1
44724,1
32432,0
35573,0
30738,0
8445,0
32623,0
13768,0
30176,1
22964,0
28758,1
33890,1
31129,1
2511,0
45227,1
26895,0
11769,0
34808,1
48214,1
27390,0
20033,0
32321,0
35782,1
15368,0
35356,1
32940,1
38847,0
21693,0
29434,0
4425,0
48604,1
34578,0
2389,0
43927,0
29255,0
46622,0
8869,0
19017,0
48872,1
18551,0
44559,1
33424,1
49235,1
32341,1
7261,0
39757,0
46279,1
46801,1
21246,0
38346,0
30146,1
22983,0
23968,0
11167,0
5866,0
1071,0
45536,1
8751,0
32568,1
34733,1
1231,0
34031,1
20949,0
49201,1
10897,0
24065,0
3128,0
35584,1
4780,0
46149,1
20145,0
39749,0
49023,0
41282,0
2102,0
31424,0
44147,1
32272,1
45907,0
30143,0
11093,0
3865,0
29323,1
36934,0
29826,1
10487,0
37975,0
48078,0
9928,0
3459,0
48984,1
31620,1
35256,1
6753,0
31274,1
27678,0
33954,1
17059,0
43829,1
45952,1
23592,0
4134,0
46642,1
33155,0
32973,1
34950,1
34408,1
8975,0
35357,1
35045,1
38179,0
23365,0
32834,1
34798,1
37137,0
3425,0
8055,0
44734,1
18195,0
32256,0
45740,1
2897,0
42422,0
27858,0
3527,0
35307,1
43715,1
20957,0
3402,0
47781,1
3225,0
35694,1
20281,0
30029,1
3,0
33455,1
46945,1
32147,0
33152,0
28750,0
17592,0
30776,1
7909,0
26128,0
47317,0
46444,1
47848,1
46126,1
19138,0
47000,1
31067,1
46069,1
14989,0
30665,0
32897,1
48992,1
46322,0
48182,1
47493,1
44806,1
43682,0
30351,1
34228,1
30428,1
3911,0
48247,1
43236,1
17326,0
15761,0
18146,0
48229,1
16333,0
35416,1
9182,0
39834,0
29235,0
39942,0
46754,1
2766,0
30121,1
43900,1
32815,1
45857,0
8328,0
43517,1
29443,1
29111,1
46924,1
31901,0
48777,0
834,0
29072,0
3614,0
30411,1
39365,0
31206,1
34698,1
47157,0
33340,1
29911,1
21722,0
4492,0
31859,1
3482,0
47593,1
48010,1
27431,0
47893,1
20394,0
7458,0
46552,0
31767,1
28593,1
48660,0
48356,0
48106,1
49975,1
28239,0
11158,0
2597,0
1573,0
46463,1
31675,1
46092,1
23422,0
33947,1
31670,0
47556,1
41602,0
28690,1
45281,1
43350,0
48296,1
32578,0
33412,1
33064,1
31911,1
154,0
34470,1
33045,1
22061,0
11546,0
11470,0
46887,1
41111,0
42167,0
46308,1
21794,0
36128,1
44948,1
31990,1
48676,1
30092,0
38276,0
14502,0
44745,0
47508,1
11353,0
35438,1
49110,1
31378,0
31919,1
6602,0
24842,0
35797,1
11138,0
36371,1
32141,1
35744,1
28778,1
28894,0
33118,1
30062,1
22614,0
12456,0
15054,0
44302,1
33722,1
47515,1
46629,0
16589,0
6138,0
28811,1
46530,0
48463,1
49463,1
49773,1
38627,0
789,0
33478,0
43336,1
49449,1
44221,0
35156,1
48367,1
46151,1
43274,1
43358,1
30028,1
49071,1
45465,1
35184,1
3215,0
37106,0
30816,1
4430,0
6260,0
47041,1
45108,0
22956,0
35393,1
35785,1
46079,1
34163,0
11707,0
11067,0
29305,0
48552,1
34702,1
32236,1
48906,1
33113,1
29825,0
2205,0
16417,0
48374,1
24333,0
48308,0
21522,0
44968,1
28319,0
31879,1
20506,0
30298,0
47489,0
38553,1
2181,0
49636,1
45217,1
22071,0
33425,1
45919,1
48334,1
26489,0
44652,1
23368,0
33649,1
31453,1
12754,0
16732,0
34803,0
32283,1
3671,0
4035,0
11742,0
47179,1
48049,1
48378,1
49817,0
4797,0
37362,0
23813,0
33180,0
23650,0
21880,0
38692,1
33367,0
30786,1
49043,1
45541,1
44455,0
46776,1
43593,1
31266,1
49699,0
16322,0
32194,1
20965,0
48193,1
18208,0
47770,1
43537,1
29205,1
13885,0
29687,1
17272,0
17483,0
29369,1
31285,1
12261,0
16742,0
36182,1
46803,1
43218,1
35652,0
41163,0
44855,1
4253,0
10514,0
26490,0
38293,0
34235,1
47085,0
39026,0
34354,1
45429,1
32520,1
33287,1
33833,1
8324,0
36252,0
35181,1
45939,0
35277,1
13994,0
32768,1
46492,1
12425,0
46611,1
10329,0
29321,1
41223,0
45766,1
34636,0
33982,0
32118,1
43318,1
49714,1
49337,1
45946,1
42202,0
1194,0
34215,1
30174,1
46403,1
10708,0
4450,0
45770,1
1516,0
40931,0
27539,0
2708,0
14365,0
47113,1
25626,0
35231,1
45155,1
17506,0
16722,0
45519,1
48366,1
36911,0
23853,0
2906,0
40238,0
37085,0
44895,1
44947,1
28652,1
45817,1
43453,1
28538,1
15886,0
41510,0
20387,0
34452,1
47045,0
33402,1
49433,1
47716,1
35818,0
25271,0
17737,0
46303,1
33757,1
43751,0
33114,1
3777,0
44299,1
30841,1
45174,1
42628,0
29773,1
113,0
4497,0
1769,0
22305,0
35667,1
1495,0
12273,0
21870,0
3264,0
35799,1
30044,0
33976,0
21484,0
49576,1
33169,0
31743,1
40633,0
48045,1
37253,0
45409,0
33031,1
32593,0
41743,0
8024,0
34015,1
45078,1
36405,1
46961,1
47535,1
12238,0
15016,0
47377,1
34331,1
46929,1
43772,1
49847,1
44949,1
38422,0
45283,1
36189,1
33150,1
33803,1
47693,1
36048,1
29668,1
35664,1
29319,0
45231,1
22476,0
36158,1
34061,1
36256,0
48536,1
28841,1
33259,1
29284,1
28484,1
44798,1
42100,0
8636,0
8339,0
47531,1
14800,0
30839,1
9812,0
37234,0
30968,1
33530,0
45382,1
32596,1
17315,0
7525,0
47424,1
31961,1
30852,0
22470,0
27077,0
22302,0
32471,1
25071,0
45403,1
19634,0
11513,0
36266,1
40096,0
47028,1
19090,0
43223,1
10194,0
